"created_date","n","sentiment_score_min","sentiment_score_mean","sentiment_score_max","retweet_count_total","retweet_count_median","favorite_count_total","favorite_count_median","text_total","direction"
2017-07-06,4,0.199786841869354,0.707961440086365,0.938694477081299,112439,27301,429922,27301,"On behalf of @FLOTUS Melania and myself thank you Poland!🇺🇸🇵🇱#ICYMI watch here➡️ https://t.co/COpVXnn8YG #POTUSinPoland https://t.co/ylU3wLZV2H ||| America is proud to stand shoulder-to-shoulder with Poland in the fight to eradicate the evils of terrorism and extremism. #POTUSinPoland https://t.co/MHxRmVvtsh ||| THE WEST WILL NEVER BE BROKEN. Our values will PREVAIL. Our people will THRIVE and our civilization will TRIUMPH! https://t.co/sozuVgdp5T ||| A strong Poland is a blessing to the nations of Europe and a strong Europe is a blessing to the West and to the world. https://t.co/vHzPwMtJSm",0
2017-07-07,7,0.0552657544612885,0.802353539637157,0.971717000007629,160641,19323,711462,19323,"My experience yesterday in Poland was a great one. Thank you to everyone including the haters for the great reviews of the speech! ||| After Poland had a great meeting with Chancellor Merkel and then with PM Shinzō Abe of Japan &amp; President Moon of South Korea. ||| Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful! ||| I look forward to all meetings today with world leaders including my meeting with Vladimir Putin. Much to discuss.#G20Summit #USA🇺🇸 ||| I will represent our country well and fight for its interests! Fake News Media will never cover me accurately but who cares! We will #MAGA! ||| Thank you! “Trump’s Defining Speech” WSJ Editorial: https://t.co/YuDgVfRroR https://t.co/T0R4u4IHDJ ||| Great first day with world leaders at the #G20Summit here in Hamburg Germany. Looking forward to day two! #USA https://t.co/bLKgZKQemw",1
2017-07-10,5,0.125524967908859,0.504377621412277,0.896363139152527,117797,23155,503468,23155,"The fact that President Putin and I discussed a Cyber Security unit  doesn't mean I think it can happen. It can't-but a ceasefire can&amp; did! ||| James Comey leaked CLASSIFIED INFORMATION to the media. That is so illegal! ||| I cannot imagine that Congress would dare to leave Washington without a beautiful new HealthCare bill fully approved and ready to go! ||| When I left Conference Room for short meetings with Japan and other countries I asked Ivanka to hold seat. Very standard. Angela M agrees! ||| If Chelsea Clinton were asked to hold the seat for her motheras her mother gave our country away the Fake News would say CHELSEA FOR PRES!",0
2017-07-11,4,0.0270109474658966,0.317280754446983,0.703403174877167,100070,25493,457271,25493,"The Senate Democrats have only confirmed 48 of 197 Presidential Nominees. They  can't win so all they do is slow things down &amp; obstruct! ||| Working hard to get the Olympics for the United States (L.A.). Stay tuned! ||| Marine Plane crash in Mississippi is heartbreaking. Melania and I send our deepest condolences to all! ||| Big wins against ISIS!",1
2017-07-12,12,0.121287673711777,0.691540566583475,0.97054260969162,260498,21151.5,1099254,21151.5,"My son Donald will be interviewed by @seanhannity tonight at 10:00 P.M. He is a great person who loves our country! ||| My son Donald did a good job last night. He was open transparent and innocent. This is the greatest Witch Hunt in political history. Sad! ||| Remember when you hear the words  || sources say ||  from the Fake Media often times those sources are made up and do not exist. ||| ISIS is on the run &amp; will soon be wiped out of Syria &amp; Iraq illegal border crossings are way down (75%) &amp; MS 13 gangs are being removed. ||| .@WashTimes states  || Democrats have willfully used Moscow disinformation to influence the presidential election against Donald Trump. ||  ||| Why aren't the same standards placed on the Democrats. Look what Hillary Clinton may have gotten away with. Disgraceful! ||| The W.H. is functioning perfectly focused on HealthCare Tax Cuts/Reform &amp; many other things. I have very little time for watching T.V. |||  || After 14 years U.S. beef hits Chinese market. Trade deal an exciting opportunity for agriculture. ||  https://t.co/gDGgejqFMs ||| Getting rdy to leave for France @ the invitation of President Macron to celebrate &amp; honor Bastille Day and 100yrs since U.S. entry into WWI. ||| Stock market hits another high with spirit and enthusiasm so positive. Jobs outlook looking very good! #MAGA🇺🇸 https://t.co/Vwxsb2vWGe ||| JOBS JOBS JOBS! #MAGA🇺🇸 https://t.co/HScS4Y9ZJK ||| Big WIN today for building the wall. It will secure the border &amp; save lives. Now the full House &amp; Senate must act! ➡️https://t.co/TTg7lvBdo2 https://t.co/xhiknXko70",1
2017-07-13,4,0.771049737930298,0.887239173054695,0.965395033359528,52467,13270.5,265055,13270.5,"Just landed in Paris France with @FLOTUS Melania. https://t.co/knULGOQF1K ||| Melania and I were thrilled to join the dedicated men and women of the @USEmbassyFrance members of the U.S. Military and their families. https://t.co/ZSdsJ0Bsbl ||| President @EmmanuelMacronThank you for the beautiful welcome ceremony at Les Invalides today! https://t.co/RKir1GcRrB ||| Great bilateral meetings at Élysée Palace w/ President @EmmanuelMacron. The friendship between our two nations and ourselves is unbreakable. https://t.co/IOSoC0MdPv",1
2017-07-14,11,0.205989390611649,0.702609804543582,0.993537783622742,133366,11096,671079,11096,"Great evening with President @EmmanuelMacron &amp; Mrs. Macron. Went to Eiffel Tower for dinner. Relationship with France stronger than ever. https://t.co/ib1pdUYoEU ||| Republicans Senators are working hard to get their failed ObamaCare replacement approved. I will be at my desk pen in hand! ||| So impt Rep Senators under leadership of @SenateMajLdr McConnell get healthcare plan approved. After 7yrs of O'Care disaster must happen! ||| After all of these years of suffering thru ObamaCare Republican Senators must come through as they have promised! ||| .@VP Mike Pence is working hard on HealthCare and getting our wonderful Republican Senators to do what is right for the people. ||| It was a great honor to represent the United States at the magnificent #BastilleDay parade. Congratulations President @EmmanuelMacron! https://t.co/1J4vZiy98y ||| The United States mourns for the victims of Nice France. We pledge our solidarity with France against terror. 🇺🇸🇫🇷 https://t.co/7irbz08oT3 ||| Great conversations with President @EmmanuelMacron and his representatives on trade military and security. ||| Left Paris for U.S.A. Will be heading to New Jersey and attending the#USWomensOpen their most important tournament this afternoon. ||| Just landed from Paris France. It was an incredible visit with President @EmmanuelMacron. A lot discussed and accomplished in two days! ||| President @EmmanuelMacronThank you for inviting Melania and myself to such a historic celebration in France. #BastilleDay #14juillet https://t.co/KZjJQOo0H1",1
2017-07-17,3,0.232227295637131,0.573571393887202,0.988486886024475,43515,15861,240546,15861,"Congratulations to Sung Hyun Park on winning the 2017 @USGA #USWomensOpen🇺🇸 ||| Heading back to Washington D.C. Much will be accomplished this week on trade the military and security! ||| Most politicians would have gone to a meeting like the one Don jr attended in order to get info on an opponent. That's politics!",0
2017-07-18,5,0.0774168372154236,0.635142350196838,0.896772623062134,98572,18484,418662,18484,"Republicans should just REPEAL failing ObamaCare now &amp; work on a new Healthcare Plan that will start from a clean slate. Dems will join in! ||| We were let down by all of the Democrats and a few Republicans. Most Republicans were loyal terrific &amp; worked really hard. We will return! ||| As I have always said let ObamaCare fail and then come together and do a great healthcare plan. Stay tuned! ||| With only a very small majority the Republicans in the House &amp; Senate need more victories next year since Dems totally obstruct no votes! ||| The Senate must go to a 51 vote majority instead of current 60 votes. Even parts of full Repeal need 60. 8 Dems control Senate. Crazy!",0
2017-07-19,4,0.0502731204032898,0.4561398178339,0.774286150932312,89090,22674.5,375873,22674.5,"Fake News story of secret dinner with Putin is  || sick. ||  All G 20 leaders and spouses were invited by the Chancellor of Germany. Press knew! ||| The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister! ||| I will be having lunch at the White House today with Republican Senators concerning healthcare. They MUST keep their promise to America! ||| The Republicans never discuss how good their healthcare bill is &amp; it will get even better at lunchtime.The Dems scream death as OCare dies!",1
2017-07-20,3,0.5,0.703745047251383,0.867169380187988,63733,15805,267034,15805,"Melania and I send our thoughts and prayers to Senator McCain Cindy and their entire family. Get well soon. https://t.co/fONWVlmYyz ||| Departing The Pentagon after meetings with @VP Pence Secretary James Mattis and our great teams. #MAGA🇺🇸 https://t.co/5d1MSzhjQS ||| I am asking all citizens to believe in yourselves believe in your future and believe once more in America. #AmericaFirst🇺🇸 https://t.co/NOnhJyWp4J",0
2017-07-21,7,0.5,0.718667915889195,0.952904343605042,77174,13032,330315,13032,"Billions of dollars in investments &amp; thousands of new jobs in America! An initiative via Corning Merck &amp; Pfizer: https://t.co/QneN48bSiq https://t.co/5VtMfuY3PM ||| #MadeInAmerica🇺🇸📸https://t.co/39dwlGHI7R https://t.co/VfIrc5Xssx |||  || Six months in - it is the hope of GROWTH📈that is making America🇺🇸FOUR TRILLION DOLLARS💰RICHER. ||  -Stuart @VarneyCo🎥https://t.co/s7fYOicWGV https://t.co/x9MeUzDom6 ||| ICYMI- This week we hosted a #MadeInAmerica event right here at the @WhiteHouse! If it is MADE IN AMERICA it is the BEST! USA🇺🇸 https://t.co/q4vB9GdE5y ||| Manufacturers’ record-high optimism reported in the 1st qtr has carried into the 2nd qtr of 2017 via @ShopFloorNAM:https://t.co/a42fNElct1 https://t.co/WHZtcAxhRQ ||| Today it was my privilege to welcome survivors of the #USSArizona to the WH. Remarks: https://t.co/gySxxqazBlhttps://t.co/gySxxqazBl https://t.co/ZJaLAfBcv0 ||| Today it was my privilege to welcome survivors of the #USSArizona to the @WhiteHouse. #HonorThem🇺🇸Remarks: https://t.co/gySxxqazBl https://t.co/6IPmbqVi10",0
2017-07-24,9,0.052986204624176,0.494577298561732,0.926533281803131,192667,21363,734214,21363,"If Republicans don't Repeal and Replace the disastrous ObamaCare the repercussions will be far greater than any of them understand! ||| Thank you to @LOUDOBBS for giving the first six months of the Trump Administration an A+. S.C.reg cuttingStock M jobsborder etc. = TRUE! ||| Drain the Swamp should be changed to Drain the Sewer - it's actually much worse than anyone ever thought and it begins with the Fake News! ||| After 1 year of investigation with Zero evidence being found Chuck Schumer just stated that  || Democrats should blame ourselvesnot Russia. ||  ||| So why aren't the Committees and investigators and of course our beleaguered A.G. looking into Crooked Hillarys crimes &amp; Russia relations? ||| Sleazy Adam Schiff the totally biased Congressman looking into  || Russia ||  spends all of his time on television pushing the Dem loss excuse! ||| Republicans have a last chance to do the right thing on Repeal &amp; Replace after years of talking &amp; campaigning on it. ||| Arriving at Joint Base Andrews with @SecretaryPerry @SecretaryZinke and @SecPriceMD..... https://t.co/Yxm94XKtuv ||| Any senator who votes against starting debate is telling America that you are fine w/ the #OCareNightmare! Remarks: https://t.co/tSvWaMdxBA https://t.co/DI7e78hr6N",0
2017-07-25,19,0.0583595037460327,0.552527542177,0.989321112632751,296851,15482,1217931,15482,"#2017Jambo- Remember your duty. Honor your history. Take care of the people God puts into your life – and LOVE &amp; CHERISH your country! https://t.co/DnNYxGJm4I ||| The Amazon Washington Post fabricated the facts on my ending massive dangerous and wasteful payments to Syrian rebels fighting Assad..... ||| So many stories about me in the @washingtonpost are Fake News. They are as bad as ratings challenged @CNN. Lobbyist for Amazon and taxes? ||| Is Fake News Washington Post being used as a lobbyist weapon against Congress to keep Politicians from looking into Amazon no-tax monopoly? ||| Ukrainian efforts to sabotage Trump campaign -  || quietly working to boost Clinton. ||  So where is the investigation A.G. @seanhannity ||| Attorney General Jeff Sessions has taken a VERY weak position on Hillary Clinton crimes (where are E-mails &amp; DNC server) &amp; Intel leakers! ||| Problem is that the acting head of the FBI &amp; the person in charge of the Hillary investigation Andrew McCabe got $700000 from H for wife! ||| Big day for HealthCare. After 7 years of talking we will soon see whether or not Republicans are willing to step up to the plate! ||| ObamaCare is torturing the American People.The Democrats have fooled the people long enough. Repeal or Repeal &amp; Replace! I have pen in hand. ||| So great that John McCain is coming back to vote. Brave - American hero! Thank you John. ||| Jared Kushner did very well yesterday in proving he did not collude with the Russians. Witch Hunt. Next up 11 year old Barron Trump! ||| Working on major Trade Deal with the United Kingdom. Could be very big &amp; exciting. JOBS! The E.U. is very protectionist with the U.S. STOP! ||| This will be a very interesting day for HealthCare.The Dems are obstructionists but the Republicans can have a great victory for the people! ||| Will be traveling to the Great State of Ohio tonight. Big crowd expected. See you there! ||| The American people have waited long enough. There has been enough talk and no action for seven years. Now is the time for action! https://t.co/VdTiYL0Ua7 |||  || America's Labor Market Continues to Boom ||  JOBS JOBS JOBS! https://t.co/LuOaR1Iz2e ||| Joint Press Conference with Prime Minister Saad Hariri of Lebanon beginning shortly. Join us live!➡️https://t.co/7pquWbEutn https://t.co/JHVHKgrPOY ||| .@SenJohnMcCain-Thank you for coming to D.C. for such a vital vote. Congrats to all Rep. We can now deliver grt healthcare to all Americans! ||| Just arrived in Youngstown Ohio with @FLOTUS Melania!#MakeAmericaGreatAgain🇺🇸🎥https://t.co/A1mrxSksR3 https://t.co/jWX9yBlX8z",1
2017-07-26,11,0.5,0.748799974268133,0.99765408039093,263141,16092,980979,16092,"It was my great honor to join our wonderful Veterans at AMVETS Post 44 in Youngstown Ohio this evening. A grateful nation salutes you! https://t.co/RxobYHP1oR ||| People of Ohio are fantastic. Thank you so much. What an evening! https://t.co/KM0zoaULYH ||| The crowd in Ohio was amazing last night - broke all records. We all had a great time in a great State. Will be back soon! ||| Senator @lisamurkowski of the Great State of Alaska really let the Republicans and our country down yesterday. Too bad! ||| After consultation with my Generals and military experts please be advised that the United States Government will not accept or allow...... ||| ....Transgender individuals to  serve in any capacity in the U.S. Military. Our military must be focused on decisive and overwhelming..... ||| ....victory and cannot be burdened with the tremendous medical costs and disruption that transgender in the military would entail. Thank you ||| Why didn't A.G. Sessions replace Acting FBI Director Andrew McCabe a Comey friend who was in charge of Clinton investigation but got.... ||| ...big dollars ($700000) for his wife's political run from Hillary Clinton and her representatives. Drain the Swamp! ||| IN AMERICA WE DON'T WORSHIP GOVERNMENT - WE WORSHIP GOD!🎥https://t.co/jIejSgVnnA ||| Congratulations to Boys and Girls Nation. It was my great honor to welcome you to the WH today! Full Remarks: https://t.co/Pb5FTTOyWf https://t.co/U6tfV93dDG",1
2017-07-27,9,0.0659033954143524,0.692823433213764,0.984112918376923,133418,13164,621911,13164,"Thank you Foxconn for investing $10 BILLION DOLLARS with the potential for up to 13K new jobs in Wisconsin! MadeInTheUSA🇺🇸 https://t.co/jJghVeb63s ||| Wow the Failing @nytimes said about @foxandfriends  || ....the most powerful T.V. show in America. ||  ||| Come on Republican Senators you can do it on Healthcare. After 7 years this is your chance to shine! Don't let the American people down! |||  || One of the things that has been lost in the politics of this situation is that the Russians collected and spread negative information..... ||| ...about then candidate Trump. ||  Catherine Herridge @FoxNews. So why doesn't Fake News report this? Witch Hunt! Purposely phony reporting. ||| Big progress being made in ridding our country of MS-13 gang members and gang members in general. MAKE AMERICA SAFE AGAIN! ||| Join me live as we recognize the first responders to the June 14th shooting involving @SteveScalise. #TeamScalise https://t.co/qOolNmB65d https://t.co/6OCn9JfMAG ||| Today we gathered in the East Room to pay tribute to the HEROES whose courageous actions under fire saved so many lives in Alexandria VA. https://t.co/it52TkLsye ||| It was my great HONOR to present our nation's highest award for a public safety officer - THE MEDAL OF VALOR to FIVE AMERICAN HEROES! https://t.co/j7ceXuBZ3f",1
2017-07-28,9,0.154424160718918,0.726490911510256,0.964561343193054,148613,14432,649068,14432,"Go Republican Senators Go! Get there after waiting for 7 years. Give America great healthcare! ||| 3 Republicans and 48 Democrats let the American people down. As I said from the beginning let ObamaCare implode then deal. Watch! ||| If Republicans are going to pass great future legislation in the Senate they must immediately go to a 51 vote majority not senseless 60... ||| ...Even though parts of healthcare could pass at 51 some really good things need 60. So many great future bills &amp; budgets need 60 votes.... ||| We will always ENFORCE our laws PROTECT our borders and SUPPORT our police! #LESMHarrisburg Pennsylvania #FlashbackFriday #MS13 https://t.co/79Tskiv69j ||| Departing for Long Island now. An area under siege from #MS13 gang members. We will not rest until #MS13 is eradicated. #LESM https://t.co/GsgbBUXyHS ||| I am pleased to inform you that I have just named General/Secretary John F Kelly as White House Chief of Staff. He is a Great American.... ||| ...and a Great Leader. John has also done a spectacular job at Homeland Security. He has been a true star of my Administration ||| I would like to thank Reince Priebus for his service and dedication to his country. We accomplished a lot together and I am proud of him!",1
2017-07-31,3,0.0669106543064117,0.607961664597193,0.966723442077637,91345,30726,380475,30726,"If ObamaCare is hurting people &amp; it is why shouldn't it hurt the insurance companies &amp; why should Congress not be paying what public pays? ||| Highest Stock Market EVER best economic numbers in years unemployment lowest in 17 years wages raising border secure S.C.: No WH chaos! ||| A great day at the White House!",1
2017-08-01,3,0.309066295623779,0.545657316843669,0.827905654907227,74081,23445,327242,23445,"Stock Market could hit all-time high (again) 22000 today. Was 18000 only 6 months ago on Election Day. Mainstream media seldom mentions! |||  || Corporations have NEVER made as much money as they are making now. ||  Thank you Stuart Varney @foxandfriends Jobs are starting to roarwatch! ||| Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for me to get the truth out!",1
2017-08-02,4,0.726030826568604,0.854107812047005,0.920323848724365,61161,14627.5,268746,14627.5,"Small business owners are the DREAMERS &amp; INNOVATORS who are powering us into the future!Read more and watch here: https://t.co/hZE3fUqKDf https://t.co/TJn5x6HrFG ||| It was my great honor to pay tribute to a VET who went above &amp; beyond the call of duty to PROTECT our COMRADES our COUNTRY &amp; OUR FREEDOM! https://t.co/YS6y1WR30G |||  || Why the Rust Belt just gave Donald Trump a hero's welcome || https://t.co/nqiZ8h8ajk ||| I campaigned on creating a merit-based immigration system that protects U.S. workers &amp; taxpayers. Watch: https://t.co/lv3ScSKnF6 #RAISEAct https://t.co/zCFK5OfYnB",1
2017-08-03,8,0.155493825674057,0.565515674650669,0.96338427066803,146790,16403,642128,16403,"I love the White House one of the most beautiful buildings (homes) I have ever seen. But Fake News said I called it a dump - TOTALLY UNTRUE ||| Business is looking better than ever with business enthusiasm at record levels. Stock Market at an all-time high. That doesn't just happen! ||| I am continuing to get rid of costly and unnecessary regulations. Much work left to do but effect will be great! Business &amp; jobs will grow. ||| Our relationship with Russia is at an all-time &amp; very dangerous  low. You can thank Congress the same people that can't even give us HCare! ||| See you tonight Huntington West Virginia!#MakeAmericaGreatAgain🇺🇸Tickets: https://t.co/ERU0xUWdCr https://t.co/obtDsdV94t ||| Today I  announced another historic breakthrough for the VA. We are working tirelessly to keep our promises to our GREAT VETERANS! #USA https://t.co/LexSINeM1J ||| Our GREAT VETERANS can now connect w/ their VA healthcare team from anywhere using #VAVideoConnect - available at: https://t.co/WFFHLWn8nF. https://t.co/Dmq4htSps9 ||| Just arrived in West Virginia for a MAKE AMERICA GREAT AGAIN rally in Huntington at 7:00pmE. Massive crowd expected - tune in! #MAGA🇺🇸",1
2017-08-04,8,0.0987715721130371,0.63022979721427,0.985833525657654,129186,15388,610714,15388,"Thank you West Virginia! All across the country Americans of every kind are coming together w/one simple goal: to MAKE AMERICA GREAT AGAIN! https://t.co/thRh7htVbH ||| Toyota &amp; Mazda to build a new $1.6B plant here in the U.S.A. and create 4K new American jobs. A great investment in American manufacturing! ||| ....and don't forget that Foxconn will be spending up to 10 billion dollars on a top of the line plant/plants in Wisconsin. ||| Consumer confidence is at a 16 year high....and for good reason. Much more regulation  || busting ||  to come. Working hard on tax cuts &amp; reform! ||| West Virginia was incredible last night. Crowds and enthusiasm were beyond GDP at 3% wow!Dem Governor became a Republican last night. ||| Excellent Jobs Numbers just released - and I have only just begun. Many job stifling regulations continue to fall. Movement back to USA! ||| No matter the mission the brave men &amp; women of our @USCG proudly answer the call to serve 24/7/365. THANK YOU and HAPPY BIRTHDAY! #CG227🇺🇸 https://t.co/GY555t0vzN ||| Great work being done by @FEMA @DHSgov w/state &amp; local leaders to prepare for hurricane season. Preparedness is an investment in our future! https://t.co/e4rbchY3zM",1
2017-08-07,15,0.0299350917339325,0.489437899986903,0.998466968536377,275024,17551,1215854,17551,"The Fake News refuses to report the success of the first 6 months: S.C. surging economy &amp; jobsborder &amp; military securityISIS &amp; MS-13 etc. ||| Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions. ||| The failing @nytimes which has made every wrong prediction about me including my big election win (apologized) is totally inept! ||| The Trump base is far bigger &amp;  stronger than ever before (despite some phony Fake News polling). Look at rallies in Penn Iowa Ohio....... ||| ...and West Virginia. The fact is the Fake News Russian collusion story record Stock Market border security military strength jobs..... ||| ... Supreme Court pick economic enthusiasm deregulation &amp; so much more have driven the Trump base even closer together. Will never change! ||| Hard to believe that with 24/7 #Fake News on CNN ABC NBC CBS NYTIMES &amp; WAPO the Trump base is getting stronger! ||| Working hard from New Jersey while White House goes through long planned renovation. Going to New York next week for more meetings. ||| Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a  phony Vietnam con artist! ||| Never in U.S.history has anyone lied or defrauded voters like Senator Richard Blumenthal. He told stories about his Vietnam battles and.... ||| ...conquests how brave he was and it was all a lie. He cried like a baby and begged for forgiveness like a child. Now he judges collusion? ||| On #PurpleHeartDay💜I thank all the brave men and women who have sacrificed in battle for this GREAT NATION! #USA🇺🇸 https://t.co/QmfdLSLp6p ||| The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea! ||| How much longer will the failing nytimes with its big losses and massive unfunded liability (and non-existent sources) remain in business? ||| I think Senator Blumenthal should take a nice long vacation in Vietnam where he lied about his service so he can at least say he was there",1
2017-08-08,4,0.132267385721207,0.501406781375408,0.873359739780426,88920,24209,380389,24209,"I will be holding a major briefing on the Opioid crisis a major problem for our country today at 3:00 P.M. in Bedminster N.J. ||| After many years of failurecountries are coming together to  finally address the dangers posed by North Korea. We must be tough &amp; decisive! ||| E-mails show that the AmazonWashingtonPost and the FailingNewYorkTimes were reluctant to cover the Clinton/Lynch secret meeting in plane. ||| After 200 days rarely has any Administration achieved what we have achieved..not even close! Don't believe the Fake News Suppression Polls!",0
2017-08-09,5,0.12351256608963,0.522512668371201,0.874723672866821,123546,25729,513370,25729,"Senator Luther Strange has done a great job representing the people of the Great State of Alabama. He has my complete and total endorsement! ||| My first order as President was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before.... ||| ...Hopefully we will never have to use this power but there will never be a time that we are not the most powerful nation in the world! ||| Senator Mitch McConnell said I had  || excessive expectations ||  but I don't think so. After 7 years of hearing Repeal &amp; Replace why not done? ||| #GodBlessTheUSA🇺🇸 https://t.co/Fkq2gJQOKk",0
2017-08-10,4,0.5,0.679057955741882,0.890533566474915,94494,22469,395967,22469,"Can you believe that Mitch McConnell who has screamed Repeal &amp; Replace for 7 years couldn't get it done. Must Repeal &amp; Replace ObamaCare! ||| Mitch get back to work and put Repeal &amp; Replace Tax Reform &amp; Cuts and a great Infrastructure Bill on my desk for signing. You can do it! ||| .@IvankaTrump will lead the U.S. delegation to India this fall supporting women’s entrepreneurship globally.#GES2017 @narendramodi |||  || Trump approval rebounds to 45% surges among Hispanics union homes men ||  https://t.co/vvJMDv9Gjl",0
2017-08-11,4,0.5,0.60196989774704,0.907879590988159,98858,13827,351655,13827,"Military solutions are now fully in placelocked and loadedshould North Korea act unwisely.  Hopefully Kim Jong Un will find another path! ||| We want to make sure that we have the workforce development programs we need to ensure these jobs are.... https://t.co/tyqbvvmBn4 |||  || Consumer Comfort Reaches 16-Year High on U.S. Economic Optimism ||  via Bloomberg https://t.co/X6KdszrxsS ||| As promised on the campaign trail we will provide opportunity for Americans to gain skills needed to succeed &amp; thrive as the economy grows! https://t.co/ZycW4PPcU5",1
2017-08-14,8,0.127169102430344,0.531027976423502,0.926652550697327,137733,13631,651234,13631,"Heading to Washington this morning. Much work to do. Focus on trade and military. #MAGA ||| Luther Strange of the Great State of Alabama has my endorsement. He is strong on Border &amp; Wall the military tax cuts &amp; law enforcement. ||| The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast! ||| Now that Ken Frazier of Merck Pharma has resigned from President's Manufacturing Councilhe will have more time to LOWER RIPOFF DRUG PRICES! ||| .@Merck Pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the U.S. Bring jobs back &amp; LOWER PRICES! ||| Big day in Washington D.C. even though White House &amp; Oval Office are being renovated. Great trade deals coming for American workers! ||| Leaving for New York City and meetings on military purchases and trade. ||| Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!",1
2017-08-15,5,0.0786751210689545,0.50966859459877,0.909036159515381,72852,11425,360299,11425,"Feels good to be home after seven months but the White House is very special there is no place like it... and the U.S. is really my home! ||| Senator Luther Strange who is doing a great job for the people of Alabama will be on @foxandfriends at 7:15. Tough on crime borders etc. ||| @foxandfriends According to report just out President Obama knew about Russian interference 3 years ago but he didn't want to anger Russia! ||| Big day in Alabama. Vote for Luther Strange he will be great! ||| For every CEO that drops out of the Manufacturing Council I have many to take their place. Grandstanders should not have gone on. JOBS!",1
2017-08-16,10,0.0279621183872223,0.740881153941155,0.973334133625031,182902,15823,800777,15823,"Amazon is doing great damage to tax paying retailers. Towns cities and states throughout the U.S. are being hurt - many jobs being lost! ||| Congratulation to Roy Moore and Luther Strange for being the final two and heading into a September runoff in Alabama. Exciting race! ||| Congratulations John! https://t.co/vhmv7Qoutk ||| Kim Jong Un of North Korea made a very wise and well reasoned decision. The alternative would have been both catastrophic and unacceptable! ||| MAKE AMERICA GREAT AGAIN! ||| Wow Senator Luther Strange picked up a lot of additional support since my endorsement. Now in September runoff. Strong on Wall &amp; Crime! ||| Memorial service today for beautiful and incredible Heather Heyer a truly special young woman. She will be long remembered by all! ||| Rather than putting pressure on the businesspeople of the Manufacturing Council &amp; Strategy &amp; Policy Forum I am ending both. Thank you all! ||| Just landed in Bedminster New Jersey. #MAGA 🎥https://t.co/6EQfmRzrnv ||| Today in Bedminster I signed the Harry W. Colmery Veterans Educational Assistance Act of 2017 joined by @DeptVetAffairs @SecShulkin. https://t.co/oMUIZ8X7oB",1
2017-08-17,12,0.0159578621387482,0.38627619544665,0.993693351745605,325796,25214.5,1268573,25214.5,"Join me at 7:00 P.M. on Tuesday August 22nd in Phoenix Arizona at the Phoenix Convention Center! Tickets at: https://t.co/2kUQfKqbsx https://t.co/5ua74dlVtq ||| THANK YOU @MayorGimenez for following the RULE OF LAW! Sanctuary cities make our country LESS SAFE! Full remarks: https://t.co/Kz2EsQ3f1v https://t.co/vD3BB3hyti ||| Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK neo-Nazis &amp; white supremacists...... ||| ...and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember! ||| The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate bigotry etc. Shame! ||| Great to see that Dr. Kelli Ward is running against Flake Jeff Flake who is WEAK on borders crime and a non-factor in Senate. He's toxic! ||| Many meetings today in Bedminster including with Secretary Linda M and Small Business. Job numbers are looking great! ||| Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments. You..... ||| ...can't change history but you can learn from it. Robert E Lee Stonewall Jackson - who's next Washington Jefferson? So foolish! Also... ||| ...the beauty that is being taken out of our cities towns and parks will be greatly missed and never able to be comparably replaced! ||| The United States condemns the terror attack in Barcelona Spain and will do whatever is necessary to help. Be tough &amp; strong we love you! ||| Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!",0
2017-08-18,6,0.144681960344315,0.400765935579936,0.813487827777863,128060,19393.5,572160,19393.5,"Homeland Security and law enforcement are on alert &amp; closely watching for any sign of trouble. Our borders are far tougher than ever before! ||| The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop! ||| Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough! ||| Heading to Camp David for major meeting on National Security the Border and the Military (which we are rapidly building to strongest ever). ||| I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on....cont: https://t.co/3iScfuMw9s ||| Just returned to Bedminster NJ from Camp David. GREAT meeting on National Security the Border and the Military! #MAGA🇺🇸 https://t.co/Hjmcnnse9j",0
