"created_date","n","text","direction"
2017-12-11,1,"Another false story this time in the Failing @nytimes that I watch 4-8 hours of television a day - Wrong!  Also I seldom if ever watch CNN or MSNBC both of which I consider Fake News. I never watch Don Lemon who I once called the “dumbest man on television!” Bad Reporting.","1"
2017-12-12,5,"Despite thousands of hours wasted and many millions of dollars spent the Democrats have been unable to show any collusion with Russia - so now they are moving on to the false accusations and fabricated stories of women who I don’t know and/or have never met. FAKE NEWS! ||| Lightweight Senator Kirsten Gillibrand a total flunky for Chuck Schumer and someone who would come to my office “begging” for campaign contributions not so long ago (and would do anything for them) is now in the ring fighting against Trump. Very disloyal to Bill &amp; Crooked-USED! ||| The people of Alabama will do the right thing. Doug Jones is Pro-Abortion weak on Crime Military and Illegal Immigration Bad for Gun Owners and Veterans and against the WALL. Jones is a Pelosi/Schumer Puppet. Roy Moore will always vote with us. VOTE ROY MOORE! ||| Consumer Confidence is at an All-Time High along with a Record High Stock Market. Unemployment is at a 17 year low. MAKE AMERICA GREAT AGAIN! Working to pass MASSIVE TAX CUTS (looking good). ||| Wishing all of those celebrating #Hanukkah around the world a happy and healthy eight nights in the company of those they love. https://t.co/A5W0PDWBxp https://t.co/D9MVVPq39x","1"
2017-12-13,5,"Congratulations to Doug Jones on a hard fought victory. The write-in votes played a very big factor but a win is a win. The people of Alabama are great and the Republicans will have another shot at this seat in a very short period of time. It never ends! ||| The reason I originally endorsed Luther Strange (and his numbers went up mightily) is that I said Roy Moore will not be able to win the General Election.  I was right! Roy worked hard but the deck was stacked against him! ||| Wow more than 90% of Fake News Media coverage of me is negative with numerous forced retractions of untrue stories. Hence my use of Social Media the only way to get the truth out. Much of Mainstream Meadia has become a joke! @foxandfriends ||| If last night’s election proved anything it proved that we need to put up GREAT Republican candidates to increase the razor thin margins in both the House and Senate. ||| Thank you Omarosa for your service! I wish you continued success.","1"
2017-12-15,4,"It was my honor. THANK YOU! https://t.co/1LvqbRQ1bi ||| To each member of the graduating class from the National Academy at Quantico CONGRATULATIONS! https://t.co/bGT8S33ZLU ||| You are always there for us – THE MEN AND WOMEN IN BLUE.Thank you to our police thank you to our sheriffs and thank you to our law enforcement families. God Bless you all and GOD BLESS AMERICA! #LESM https://t.co/9ejiddVL9h ||| Today it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility in Quantico Virginia. I am honored to serve as your Commander-in-Chief. On behalf of an entire Nation THANK YOU for your sacrifice and service. We love you! https://t.co/eLOTc7do52","1"
2017-12-18,13,"More than a century after conquering flight the #WrightBrothers continue to motivate &amp; inspire Americans who never tire of exploration &amp; innovation. This GREAT AMERICAN SPIRIT can be found in the design of every new supersonic jet and next generation: https://t.co/NeKPMgkdg8 https://t.co/pODjl00lAy ||| Remember Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose (for very different reasons) and they did. I also predicted  “I” would win. Republicans will do well in 2018 very well! @foxandfriends ||| Ivanka Trump will be interviewed on @foxandfriends. ||| The train accident that just occurred in DuPont WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads bridges tunnels railways (and more) crumble! Not for long! ||| My thoughts and prayers are with everyone involved in the train accident in DuPont Washington. Thank you to all of our wonderful First Responders who are on the scene. We are currently monitoring here at the White House. ||| Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State. We are closely monitoring the situation and coordinating with local authorities... https://t.co/Gyf5BdVm4G ||| Over the past 11 months I have travelled tens of thousands of miles to visit 13 countries. I have met with more than 100 world leaders and everywhere I traveled it was my highest privilege and greatest honor to represent the AMERICAN PEOPLE! https://t.co/7SDsEeIhJH ||| When the American People speak ALL OF US should listen. Just over one year ago you spoke loud and clear. On November 8 2016 you voted to MAKE AMERICA GREAT AGAIN! https://t.co/3AOv53S0PU ||| As the world watches we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will be the BIGGEST TAX CUT and TAX REFORM in the HISTORY of our country! https://t.co/EvcAkjuf8w ||| So true Ivanka! https://t.co/BNGUJG69Ki ||| Thank you Maria B! https://t.co/v1UR63CqLK ||| 70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow! ||| With the strategy that I announced today we are declaring that AMERICA is in the game and AMERICA is DETERMINED to WIN!OUR FOUR PILLARS OF NATIONAL SECURITY STRATEGY: https://t.co/B3POaMVID8","1"
2017-12-21,5,"The Massive Tax Cuts which the Fake News Media is desperate to write badly about so as to please their Democrat bosses will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes hate these big Cuts! ||| Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success! ||| Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN ||| House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular just passed Tax Cuts. House Republicans don’t let this happen. Pass the C.R. TODAY and keep our Government OPEN! ||| THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together we are MAKING AMERICA GREAT AGAIN! https://t.co/9HgcBKDSxo https://t.co/dTMU8OwmWB","1"
2017-12-27,2,"“On 1/20 - the day Trump was inaugurated - an estimated 35000 ISIS fighters held approx 17500 square miles of territory in both Iraq and Syria. As of 12/21 the U.S. military estimates the remaining 1000 or so fighters occupy roughly 1900 square miles...” via @jamiejmcintyre https://t.co/0lXKMUoPE9 ||| Just left West Palm Beach Fire &amp; Rescue #2. Met with great men and women as representatives of those who do so much for all of us. Firefighters paramedics first responders - what amazing people they are!","1"
2017-12-28,7,"“On 1/20 - the day Trump was inaugurated - an estimated 35000 ISIS fighters held approx 17500 square miles of territory in both Iraq and Syria. As of 12/21 the U.S. military est the remaining 1000 or so fighters occupy roughly 1900 square miles..” @jamiejmcintyre @dcexaminer https://t.co/OgYEuDgzD2 ||| “Arrests of MS-13 Members Associates Up 83% Under Trump” https://t.co/70iPHy2Yqn ||| Vanity Fair which looks like it is on its last legs is bending over backwards in apologizing for the minor hit they took at Crooked H. Anna Wintour who was all set to be Amb to Court of St James’s &amp; a big fundraiser for CH is beside herself in grief &amp; begging for forgiveness! ||| Retail sales are at record numbers. We’ve got the economy going better than anyone ever dreamt - and you haven’t seen anything yet! ||| Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen! ||| I've been saying it for a long long time. #NoKo https://t.co/LQl7tGhMdO ||| Together we are MAKING AMERICA GREAT AGAIN! https://t.co/OeyTdFyl1Q https://t.co/wdLQkfdy4m","1"
2018-01-09,1,"Today it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they transition back to civilian life. We must ensure that our HEROES are given the care and support they so richly deserve! https://t.co/0MdP9DDIAS https://t.co/LP2a8KCBAp","1"
2018-01-11,8,"Good news: Toyota and Mazda announce giant new Huntsville Alabama plant which will produce over 300000 cars and SUV’s a year and employ 4000 people. Companies are coming back to the U.S. in a very big way. Congratulations Alabama! ||| Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?” @foxandfriends  Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails?  What a mess! ||| In new Quinnipiac Poll 66% of people feel the economy is “Excellent or Good.” That is the highest number ever recorded by this poll. ||| “House votes on controversial FISA ACT today.” This is the act that may have been used with the help of the discredited and phony Dossier to so badly surveil and abuse the Trump Campaign by the previous administration and others? ||| “45 year low in illegal immigration this year.” @foxandfriends ||| With that being said I have personally directed the fix to the unmasking process since taking office and today’s vote is about foreign surveillance of foreign bad guys on foreign land. We need it! Get smart! ||| Great news as a result of our TAX CUTS &amp; JOBS ACT! https://t.co/SLvhLxP3Jl ||| Yesterday I signed the #INTERDICTAct (H.R. 2142) with bipartisan members of Congress to help end the flow of drugs into our country. Together we are committed to doing everything we can to combat the deadly scourge of drug addiction and overdose in the United States! https://t.co/ELZvFol5Lo","1"
2018-01-12,14,"Thank you Adam Levine The Federalist in interview on @foxandfriends  “Donald Trump is the greatest President our Country has ever seen.” ||| Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special! ||| More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1 BILLION in Michigan plant relocating their heavy-truck production from Mexico to Michigan adding 2500 new jobs and paying $2000 bonus to U.S. employees! https://t.co/47azKD0l9B ||| Chrysler is moving a massive plant from Mexico to Michigan reversing a years long opposite trend. Thank you Chrysler a very wise decision. The voters in Michigan are very happy they voted for Trump/Pence. Plenty of more to follow! ||| Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization. Very disrespectful to committee members and possibly illegal. She blamed her poor decision on the fact she had a cold - a first! ||| The Democrats seem intent on having people and drugs pour into our country from the Southern Border risking thousands of lives in the process. It is my duty to protect the lives and safety of all Americans. We must build a Great Wall think Merit and end Lottery &amp; Chain. USA! ||| Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for “peanuts” only to build a new one in an off location for 1.2 billion dollars. Bad deal. Wanted me to cut ribbon-NO! ||| The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen was a big step backwards. Wall was not properly funded Chain &amp; Lottery were made worse and USA would be forced to take large numbers of people from high crime..... ||| ....countries which are doing badly. I want a merit based system of immigration and people who will help take our country to the next level. I want safety and security for our people. I want to stop the massive inflow of drugs. I want to fund our military not do a Dem defund.... ||| ....Because of the Democrats not being interested in life and safety DACA has now taken a big step backwards. The Dems will threaten “shutdown” but what they are really doing is shutting down our military at a time we need it most. Get smart MAKE AMERICA GREAT AGAIN! ||| The language used by me at the DACA meeting was tough but this was not the language used. What was really tough was the outlandish proposal made - a big setback for DACA! ||| Sadly Democrats want to stop paying our troops and government workers in order to give a sweetheart deal not a fair deal for DACA. Take care of our Military and our Country FIRST! ||| Never said anything derogatory about Haitians other than Haiti is obviously a very poor and troubled country. Never said “take them out.” Made up by Dems. I have a wonderful relationship with Haitians. Probably should record future meetings - unfortunately no trust! ||| Today it was my great honor to proclaim January 15 2018 as Martin Luther King Jr. Federal Holiday. I encourage all Americans to observe this day with appropriate civic community and service activities in honor of Dr. King's life and legacy. https://t.co/samlJsz1Nt","1"
2018-01-17,5,"Eric Trump on @foxandfriends  now! ||| Today we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our friend and true AMERICAN HERO Bob Dole. #CongressionalGoldMedal https://t.co/qNQqDLRmCk ||| I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United States. Great to see Apple follow through as a result of TAX CUTS. Huge win for American workers and the USA! https://t.co/OwXVUyLOb1 ||| During the campaign I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I am very proud to see companies like Chrysler moving operations from Mexico to Michigan where there are so many great American workers! https://t.co/hz2q9UTfnF ||| Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. https://t.co/kDcGbMieSt","1"
2018-01-19,6,"Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018! ||| .@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...https://t.co/0O0VsYXmHB ||| “Shutting down the government is a very serious thing. People die accidents happen. I don’t know how I would vote right now on a CR OK?”Sen. Dianne Feinstein (D-Calif)https://t.co/7xP3CBnv5j ||| Today I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this year’s March for Life theme: #LoveSavesLives. https://t.co/DMST4qhDmp ||| Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first! ||| Excellent preliminary meeting in Oval with @SenSchumer - working on solutions for Security and our great Military together with @SenateMajLdr McConnell and @SpeakerRyan. Making progress - four week extension would be best!","1"
2018-01-22,4,"Thank you to Brad Blakeman on @FoxNews for grading year one of my presidency with an “A”-and likewise to Doug Schoen for the very good grade and statements. Working hard! ||| The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good! ||| Democrats have shut down our government in the interests of their far left base. They don’t want to do it but are powerless! ||| End the Democrats Obstruction! https://t.co/tzBXilvW1b","1"
2018-01-24,5,"Where are the 50000 important text messages between FBI lovers Lisa Page and Peter Strzok?  Blaming Samsung! ||| Cryin’ Chuck Schumer fully understands especially after his humiliating defeat that if there is no Wall there is no DACA. We must have safety and security together with a strong Military for our great people! ||| Tremendous investment by companies from all over the world being made in America. There has never been anything like it. Now Disney J.P. Morgan Chase and many others. Massive Regulation Reduction and Tax Cuts are making us a powerhouse again. Long way to go! Jobs Jobs Jobs! ||| Earlier today I spoke with @GovMattBevin of Kentucky regarding yesterday’s shooting at Marshall County High School. My thoughts and prayers are with Bailey Holt Preston Cope their families and all of the wounded victims who are in recovery. We are with you! ||| It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local government - and listen to the leaders who know their communities best. Together we will usher in a bold new era of Peace and Prosperity! https://t.co/dmYECTnk0a https://t.co/RSv7V7r0DT","1"
2018-01-25,4,"Will soon be heading to Davos Switzerland to tell the world how great America is and is doing. Our economy is now booming and with all I am doing will only get better...Our country is finally WINNING again! ||| Great bilateral meeting with Prime Minister Theresa May of the United Kingdom affirming the special relationship and our commitment to work together on key national security challenges and economic opportunities. #WEF18 https://t.co/FPP8aRDAyt ||| Very productive bilateral meeting with Prime Minister Benjamin @Netanyahu of Israel - in Davos Switzerland! #WEF18 https://t.co/2sZM9YI7tJ ||| Today Americans everywhere remember the brave men and women of @NASA who lost their lives in our Nation’s eternal quest to expand the boundaries of human potential. https://t.co/clBsJTGz8B https://t.co/jTJkusdBQA","1"
2018-01-26,7,"Will be interviewed on  @SquawkCNBC by @JoeSquawk coming up at 6:00amE from Davos Switzerland. Enjoy! #WEF18 https://t.co/7egYlxnFBd ||| It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos Switzerland. Many great discussions! #WEF18 https://t.co/SaPzwVhDiB ||| Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our great friendship. Such an honor to be in Switzerland! #WEF18 https://t.co/87pLrCpQkZ ||| Join me live at the 2018 World Economic Forum in Davos Switzerland! #WEF18 https://t.co/fdHejCmv73 https://t.co/DuKJlVTWB8 ||| Heading back from a very exciting two days in Davos Switzerland. Speech on America’s economic revival was well received. Many of the people I met will be investing in the U.S.A.! #MAGA ||| DACA has been made increasingly difficult by the fact that Cryin’ Chuck Schumer took such a beating over the shutdown that he is unable to act on immigration! ||| Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B","1"
2018-01-31,1,"Join me live for the #SOTUhttps://t.co/0SLktWxfHi","1"
2018-02-01,3,"Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructure and discussing Immigration and DACA not easy when we have no support from the Democrats. NOT ONE DEM VOTED FOR OUR TAX CUT BILL! Need more Republicans in ‘18. ||| March 5th is rapidly approaching and the Democrats are doing nothing about DACA. They Resist Blame Complain and Obstruct - and do nothing. Start pushing Nancy Pelosi and the Dems to work out a DACA fix NOW! ||| Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched the highest number in history. @FoxNews beat every other Network for the first time ever with 11.7 million people tuning in. Delivered from the heart!","1"
2018-02-06,5,"So disgraceful that a person illegally in our country killed @Colts linebacker Edwin Jackson. This is just one of many such preventable tragedies. We must get the Dems to get tough on the Border and with illegal immigration FAST! ||| My prayers and best wishes are with the family of Edwin Jackson a wonderful young man whose life was so senselessly taken. @Colts ||| Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA fully secures the border ends chain migration &amp; cancels the visa lottery. If D’s oppose this deal they aren’t serious about DACA-they just want open borders. https://t.co/XDMcDOr9vM ||| We need a 21st century MERIT-BASED immigration system.  Chain migration and the visa lottery are outdated programs that hurt our economic and national security. https://t.co/rP9Gtr2E5N ||| Today we heard the experiences of law enforcement professionals and community leaders working to combat the threat of MS-13 and the reforms we need from Congress to defeat it. Watch here: https://t.co/VPMTnko7Ik https://t.co/4OaXXuj9Va","1"
2018-02-09,4,"Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did not want a “paper trail” on a “private” meeting (in London) he requested with Steele of fraudulent Dossier fame. All tied into Crooked Hillary. ||| Just signed Bill. Our Military will now be stronger than ever before. We love and need our Military and gave them everything — and more. First time this has happened in a long time. Also means JOBS JOBS JOBS! ||| Without more Republicans in Congress we were forced to increase spending on things we do not like or want in order to finally after many years of depletion take care of our Military. Sadly we needed some Dem votes for passage. Must elect more Republicans in 2018 Election! ||| Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election and beyond. This Bill is a BIG VICTORY for our Military but much waste in order to get Dem votes. Fortunately DACA not included in this Bill negotiations to start now!","1"
2018-02-12,3,"This will be a big week for Infrastructure. After so stupidly spending $7 trillion in the Middle East it is now time to start investing in OUR Country! ||| Thank you to Sue Kruczek who lost her wonderful and talented son Nick to the Opioid scourge for your kind words while on @foxandfriends. We are fighting this terrible epidemic hard - Nick will not have died in vain! ||| The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I look forward to every year. See you at #CPAC2018!","1"
2018-02-13,2,"Our infrastructure plan has been put forward and has received great reviews by everyone except of course the Democrats. After many years we have taken care of our Military now we have to fix our roads bridges tunnels airports and more. Bipartisan make deal Dems? ||| Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldn’t it be great if we could finally after so many years solve the DACA puzzle. This will be our last chance there will never be another opportunity! March 5th.","1"
2018-02-14,4,"As we come together to celebrate the extraordinary contributions of African-Americans to our nation our thoughts turn to the heroes of the civil rights movement whose courage and sacrifice have inspired us all. Proclamation: https://t.co/Sw1iGIJgWV https://t.co/Nx0AEKZy5p ||| Today I was honored to be joined by Republicans and Democrats from both the House and Senate as well as members of my Cabinet - to discuss the urgent need to rebuild and restore America’s depleted infrastructure. https://t.co/8ByoQJsjTT https://t.co/BVBRDvHfcC ||| My prayers and condolences to the families of the victims of the terrible Florida shooting. No child teacher or anyone else should ever feel unsafe in an American school. ||| Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.","1"
2018-02-15,6,"So many signs that the Florida shooter was mentally disturbed even expelled from school for bad and erratic behavior. Neighbors and classmates knew he was a big problem. Must always report such instances to authorities again and again! ||| While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA they should be strongly considering a system of Merit Based Immigration so that we will have the people ready willing and able to help all of those companies moving into the USA! ||| In times of tragedy the bonds that sustain us are those of family faith community and country. These bonds are stronger than the forces of hatred and evil - and these bonds grow even stronger in the hours of our greatest need. https://t.co/bu140nscez https://t.co/OoTXMCSexB ||| The Schumer-Rounds-Collins immigration bill would be a total catastrophe. @DHSgov says it would be “the end of immigration enforcement in America.” It creates a giant amnesty (including for dangerous criminals) doesn’t build the wall expands chain migration keeps the visa... ||| ...lottery continues deadly catch-and-release and bars enforcement even for FUTURE illegal immigrants. Voting for this amendment would be a vote AGAINST law enforcement and a vote FOR open borders. If Dems are actually serious about DACA they should support the Grassley bill! ||| Presidential Proclamation Honoring the Victims of the Tragedy in Parkland Florida: https://t.co/RTQWAKiSnR https://t.co/Nhs32bm5zB","1"
2018-02-16,3,"I will be leaving for Florida today to meet with some of the bravest people on earth - but people whose lives have been totally shattered. Am also working with Congress on many fronts. ||| Cannot believe how BADLY DACA recipients have been treated by the Democrats...totally abandoned! Republicans are still working hard. ||| Russia started their anti-US campaign in 2014 long before I announced that I would run for President. The results of the election were not impacted. The Trump campaign did nothing wrong - no collusion!","1"
2018-02-22,10,"I will always remember the time I spent today with courageous students teachers and families. So much love in the midst of so much pain. We must not let them down. We must keep our children safe!!Full Listening Session: https://t.co/x5VenyQX5p https://t.co/CAPfX5odIp ||| I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibility of giving “concealed guns to gun adept teachers with military or special training experience - only the best. 20% of teachers a lot would now be able to ||| ....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would also serve as a deterrent to the cowards that do this. Far more assets at much less cost than guards. A “gun free” school is a magnet for bad people. ATTACKS WOULD END! ||| ....History shows that a school shooting lasts on average 3 minutes. It takes police &amp; first responders approximately 5 to 8 minutes to get to site of crime. Highly trained gun adept teachers/coaches would solve the problem instantly before police arrive. GREAT DETERRENT! ||| ....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and others) who will be instantly shooting the sicko will NEVER attack that school. Cowards won’t go there...problem solved. Must be offensive defense alone won’t work! ||| I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end sale of Bump Stocks! Congress is in a mood to finally do something on this issue - I hope! ||| What many people don’t understand or don’t want to understand is that Wayne Chris and the folks who work so hard at the @NRA are Great People and Great American Patriots. They love our Country and will do the right thing.                  MAKE AMERICA GREAT AGAIN! ||| Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety.  Next week it will be with our Nation’s Governors. It’s been many years of all talk no action. We’ll get it done! ||| On behalf of an entire Nation CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA #Olympics https://t.co/3cUZwLVGua ||| Today it was my great honor to host a School Safety Roundtable at the @WhiteHouse with State and local leaders law enforcement officers and education officials.There is nothing more important than protecting our children. They deserve to be safe and we will deliver! https://t.co/WhC2AxgWXO","1"
2018-02-23,10,"“School shooting survivor says he quit @CNN Town Hall after refusing scripted question.” @TuckerCarlson. Just like so much of CNN Fake News. That’s why their ratings are so bad! MSNBC may be worse. ||| MS-13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands but these killers come back in from El Salvador and through Mexico like water. El Salvador just takes our money and Mexico must help MORE with this problem. We need The Wall! ||| CPAC Today! ||| My daughter Ivanka just arrived in South Korea. We cannot have a better or smarter person representing our country. ||| For those of you who are still interested the Democrats have totally forgotten about DACA. Not a lot of interest on this subject from them! ||| After years of rebuilding OTHER nations we are finally rebuilding OUR nation - and we are restoring our confidence and our pride! #CPAC2018 https://t.co/rD9oTU8iex ||| We salute our great American flag we put our hands on our hearts for the pledge of Allegiance and we all PROUDLY STAND for the National Anthem. #CPAC2018 https://t.co/qGKW2xGjP0 ||| Our nation’s motto is IN GOD WE TRUST. This week our nation lost an incredible leader who devoted his life to helping us understand what those words really mean. We will never forget the historic crowds the voice the energy and the profound faith of Billy Graham! #CPAC2018 https://t.co/5GDh7Jonkv ||| Today @FLOTUS Melania and I were honored to welcome Prime Minister @TurnbullMalcolm and Mrs. Turnbull of Australia to the @WhiteHouse!🇺🇸🇦🇺Press Conference: https://t.co/rKokJGRsgu https://t.co/PkJUw8x9jb ||| Thank you to the great men and women of the United States @SecretService for a job well done!","1"
2018-03-05,6,"We are on the losing side of almost all trade deals. Our friends and enemies have taken advantage of the U.S. for many years. Our Steel and Aluminum industries are dead. Sorry it’s time for a change! MAKE AMERICA GREAT AGAIN! ||| We have large trade deficits with Mexico and Canada. NAFTA which is under renegotiation right now has been a bad deal for U.S.A. Massive relocation of companies &amp; jobs. Tariffs on Steel and Aluminum will only come off if new &amp; fair NAFTA agreement is signed. Also Canada must.. ||| ...treat our farmers much better. Highly restrictive. Mexico must do much more on stopping drugs from pouring into the U.S. They have not done what needs to be done. Millions of people addicted and dying. ||| To protect our Country we must protect American Steel! #AMERICA FIRST ||| Why did the Obama Administration start an investigation into the Trump Campaign (with zero proof of wrongdoing) long before the Election in November? Wanted to discredit so Crooked H would win. Unprecedented. Bigger than Watergate! Plus Obama did NOTHING about Russian meddling. ||| It’s March 5th and the Democrats are nowhere to be found on DACA. Gave them 6 months they just don’t care. Where are they? We are ready to make a deal!","1"
2018-03-06,7,"The new Fake News narrative is that there is CHAOS in the White House. Wrong! People will always come &amp; go and I want strong dialogue before making a final decision. I still have some people that I want to change (always seeking perfection). There is no Chaos only great Energy! ||| Total inaction on DACA by Dems. Where are you? A deal can be made! ||| We are getting it done - jobs and security! https://t.co/Ui8bubj7Yr ||| We will see what happens! https://t.co/Y1qxoAUfd9 ||| Lowest rated Oscars in HISTORY. Problem is we don’t have Stars anymore - except your President (just kidding of course)! ||| Federal Judge in Maryland has just ruled that “President Trump has the right to end DACA.” President Obama had 8 years to fix this problem and didn’t. I am waiting for the Dems they are running for the hills! ||| Possible progress being made in talks with North Korea. For the first time in many years a serious effort is being made by all parties concerned. The World is watching and waiting! May be false hope but the U.S. is ready to go hard in either direction!","1"
2018-03-08,5,"Looking forward to 3:30 P.M. meeting today at the White House. We have to protect &amp; build our Steel and Aluminum Industries while at the same time showing great flexibility and cooperation toward those that are real friends  and treat us fairly on both trade and the military. ||| Happy #InternationalWomensDay“First Lady Melania Trump to Present the 2018 International Women of Courage Award” https://t.co/EwYtFXGvn2 ||| Great meeting with @Cabinet at the @WhiteHouse today! #MAGA https://t.co/InWj0QTosz ||| “Presidential Proclamation on Adjusting Imports of Steel into the United States” Proclamation: https://t.co/hxduwSoElzRemarks: https://t.co/nypErcqFSU https://t.co/q92FDYZeUl ||| “Presidential Proclamation on Adjusting Imports of Aluminum into the United States”  Proclamation: https://t.co/aCaMtOUAl0Remarks: https://t.co/nypErcqFSU https://t.co/rcrkpvChkz","1"
2018-03-09,5,"Kim Jong Un talked about denuclearization with the South Korean Representatives not just a freeze. Also no missile testing by North Korea during this period of time. Great progress being made but sanctions will remain until an agreement is reached. Meeting being planned! ||| JOBS JOBS JOBS! #MAGA https://t.co/YAaqRcA7ZS ||| Look forward to being in Pennsylvania tomorrow in support of Rick @Saccone4PA18. Big crowd expected in Moon Township. Vote Rick and see you there! #MAGA ||| That’s right @RepBost! Thank you for your support in helping put America back to work. It’s about JOBS JOBS JOBS for our incredible workers and putting AMERICA FIRST! https://t.co/ChUQEa6rsC ||| Spoke to PM @TurnbullMalcolm of Australia. He is committed to having a very fair and reciprocal military and trade relationship. Working very quickly on a security agreement so we don’t have to impose steel or aluminum tariffs on our ally the great nation of Australia!","1"
2018-03-15,5,"Please join me with your thoughts and prayers for both aviators their families and our incredible @USNavy. https://t.co/60bHhrp8Y1 ||| Larry Kudlow will be my Chief Economic Advisor as Director of the National Economic Council. Our Country will have many years of Great Economic &amp; Financial Success with low taxes unparalleled innovation fair trade and an ever expanding labor force leading the way! #MAGA ||| We do have a Trade Deficit with Canada as we do with almost all countries (some of them massive). P.M. Justin Trudeau of Canada a very good guy doesn’t like saying that Canada has a Surplus vs. the U.S.(negotiating) but they do...they almost all do...and that’s how I know! ||| It was my honor to welcome Prime Minister Leo Varadkar of Ireland to the @WhiteHouse! https://t.co/ZT3WnIZR2L ||| Continuing to monitor the heartbreaking bridge collapse at FIU - so tragic. Many brave First Responders rushed in to save lives. Thank you for your courage. Praying this evening for all who are affected.","1"
2018-03-16,4,"“President Donald J. Trump Delivers Remarks at the Shamrock☘️Bowl Presentation by Prime Minister Varadkar in the East Room of the White House” 🇺🇸🇮🇪 https://t.co/ZbogpAE09g ||| Our thoughts and prayers go out to the families and loved ones of the brave troops lost in the helicopter crash on the Iraq-Syria border yesterday. Their sacrifice in service to our country will never be forgotten. ||| It would be great for the Republican Party of Nevada and it’s unity if good guy Danny Tarkanian would run for Congress and Dean Heller who is doing a really good job could run for Senate unopposed! ||| “U.S. Consumer Confidence Hits 14-Year High” https://t.co/tXJsSRoM64","1"
2018-03-20,2,"The Democrats do not want to help DACA. Would be so easy to make a deal! ||| Our Nation was founded by farmers. Our independence was won by farmers. And our continent was tamed by farmers. Our farmers always lead the way -- we are PROUD of them and we are DELIVERING for them! #NationalAgricultureDay","1"
